Ips,Count,% Over total
104.91.166.90,2,0.01%
52.206.163.162,2,0.01%
23.215.11.228,2,0.01%
23.223.17.204,2,0.01%
23.49.97.204,2,0.01%
13.35.90.65,2,0.01%
5.22.137.203,2,0.01%
51.38.81.135,2,0.01%
23.6.177.76,2,0.01%
52.85.192.44,2,0.01%
17.188.139.171,2,0.01%
104.94.221.135,2,0.01%
23.72.90.143,2,0.01%
188.230.157.43,2,0.01%
23.215.11.240,2,0.01%
85.68.38.151,2,0.01%
70.174.219.39,2,0.01%
23.62.177.195,2,0.01%
23.200.224.219,2,0.01%
172.217.12.138,2,0.01%
184.26.137.16,2,0.01%
23.73.128.232,2,0.01%
23.45.13.18,2,0.01%
54.230.75.12,2,0.01%
17.248.131.52,2,0.01%
2.190.162.33,2,0.01%
185.180.13.210,2,0.01%
151.245.40.59,2,0.01%
96.7.224.48,2,0.01%
52.177.218.28,2,0.01%
14.1.97.2,2,0.01%
165.254.138.83,2,0.01%
151.235.131.29,2,0.01%
157.161.57.70,2,0.01%
185.244.29.83,2,0.01%
62.113.245.82,2,0.01%
17.248.175.177,2,0.01%
192.0.165.17,2,0.01%
18.64.236.4,2,0.01%
64.251.173.31,2,0.01%
184.51.69.170,2,0.01%
17.57.145.38,2,0.01%
37.120.212.245,2,0.01%
13.226.228.11,2,0.01%
73.3.93.105,2,0.01%
23.196.47.16,2,0.01%
159.196.109.206,2,0.01%
91.135.8.146,2,0.01%
172.232.44.43,2,0.01%
104.98.93.153,2,0.01%
108.177.121.94,2,0.01%
23.56.237.102,2,0.01%
17.188.151.37,2,0.01%
23.66.3.132,2,0.01%
18.155.1.4,2,0.01%
99.84.203.113,2,0.01%
13.35.90.101,2,0.01%
54.230.21.51,2,0.01%
23.33.240.31,2,0.01%
23.195.194.180,2,0.01%
23.197.185.43,2,0.01%
23.32.109.185,2,0.01%
17.248.129.76,2,0.01%
18.64.236.95,2,0.01%
23.67.33.142,2,0.01%
23.67.33.197,2,0.01%
104.79.0.35,2,0.01%
184.28.252.39,2,0.01%
69.192.139.41,2,0.01%
23.36.52.28,2,0.01%
104.100.172.25,2,0.01%
23.220.210.93,2,0.01%
23.208.144.239,2,0.01%
23.204.80.74,2,0.01%
23.39.46.50,2,0.01%
23.1.234.176,2,0.01%
96.16.60.75,2,0.01%
23.49.5.165,2,0.01%
54.191.241.246,2,0.01%
17.250.102.114,2,0.01%
23.60.13.32,2,0.01%
104.86.225.107,2,0.01%
172.217.5.206,2,0.01%
2.20.38.54,2,0.01%
107.178.254.65,2,0.01%
13.35.89.80,2,0.01%
23.221.36.26,2,0.01%
17.188.135.164,2,0.01%
17.188.136.40,2,0.01%
17.250.102.111,2,0.01%
80.67.169.40,2,0.01%
72.21.81.200,2,0.01%
18.65.25.96,2,0.01%
93.93.35.197,2,0.01%
96.7.232.118,2,0.01%
63.245.184.10,2,0.01%
18.65.3.107,2,0.01%
107.145.150.126,2,0.01%
146.190.188.175,2,0.01%
184.27.135.36,2,0.01%
104.128.32.34,2,0.01%
85.217.222.185,2,0.01%
17.250.98.101,2,0.01%
23.192.229.200,2,0.01%
23.202.96.60,2,0.01%
142.250.9.100,2,0.01%
23.74.2.106,2,0.01%
17.188.164.156,2,0.01%
23.12.40.170,2,0.01%
157.230.69.90,2,0.01%
23.62.46.215,2,0.01%
94.19.200.5,2,0.01%
23.43.85.217,2,0.01%
95.190.0.57,2,0.01%
216.58.217.202,2,0.01%
194.150.168.168,2,0.01%
17.188.148.172,2,0.01%
17.188.144.39,2,0.01%
18.164.78.93,2,0.01%
109.69.8.51,2,0.01%
13.226.214.103,2,0.01%
17.188.154.172,2,0.01%
193.58.251.251,2,0.01%
17.248.185.69,2,0.01%
184.27.136.83,2,0.01%
17.248.175.205,2,0.01%
54.230.226.108,2,0.01%
54.230.21.9,2,0.01%
104.99.48.187,2,0.01%
130.245.42.147,2,0.01%
23.214.124.158,2,0.01%
104.64.69.45,2,0.01%
142.251.2.157,2,0.01%
23.44.229.226,2,0.01%
23.215.100.59,2,0.01%
206.248.0.18,2,0.01%
17.188.130.17,2,0.01%
17.188.128.27,2,0.01%
17.188.133.158,2,0.01%
184.25.127.140,2,0.01%
72.246.253.186,2,0.01%
17.188.161.247,2,0.01%
108.139.15.64,2,0.01%
23.47.157.92,2,0.01%
17.188.160.84,2,0.01%
107.178.252.66,2,0.01%
13.226.228.57,2,0.01%
18.164.78.20,2,0.01%
13.225.142.7,2,0.01%
17.248.188.44,2,0.01%
34.239.237.174,2,0.01%
18.65.25.85,2,0.01%
51.75.22.122,2,0.01%
64.225.105.42,2,0.01%
35.241.207.117,2,0.01%
23.11.228.161,2,0.01%
17.188.163.212,2,0.01%
13.249.118.90,2,0.01%
23.204.76.122,2,0.01%
17.250.99.82,2,0.01%
17.248.185.87,2,0.01%
13.226.228.93,2,0.01%
140.82.114.4,2,0.01%
17.250.99.11,2,0.01%
23.47.204.19,2,0.01%
18.64.229.193,2,0.01%
96.7.156.189,2,0.01%
96.7.156.30,2,0.01%
17.188.163.157,2,0.01%
108.156.152.101,2,0.01%
3.142.186.131,2,0.01%
17.188.131.143,2,0.01%
104.91.166.113,2,0.01%
173.194.77.100,2,0.01%
23.72.90.151,2,0.01%
23.209.84.145,2,0.01%
192.230.66.109,2,0.01%
52.85.82.136,2,0.01%
23.39.188.191,2,0.01%
35.190.42.251,2,0.01%
23.221.45.12,2,0.01%
34.111.140.246,2,0.01%
23.207.220.26,2,0.01%
108.156.152.91,2,0.01%
18.164.78.94,2,0.01%
34.228.210.82,2,0.01%
23.199.47.150,2,0.01%
96.245.194.145,2,0.01%
23.194.104.220,2,0.01%
184.173.134.101,2,0.01%
23.67.33.153,2,0.01%
23.11.230.17,2,0.01%
23.75.68.192,2,0.01%
23.207.41.69,2,0.01%
87.122.249.76,2,0.01%
23.198.236.133,2,0.01%
17.248.142.87,2,0.01%
44.196.131.12,2,0.01%
23.6.117.26,2,0.01%
54.230.253.90,2,0.01%
23.197.101.169,2,0.01%
34.196.0.14,2,0.01%
162.247.243.29,2,0.01%
18.165.116.111,2,0.01%
13.226.210.24,2,0.01%
108.160.116.13,2,0.01%
172.67.196.251,2,0.01%
104.76.214.74,2,0.01%
23.218.239.163,2,0.01%
23.67.33.80,2,0.01%
104.26.13.205,2,0.01%
18.232.167.241,2,0.01%
13.226.228.22,2,0.01%
18.154.144.76,2,0.01%
104.97.2.148,2,0.01%
92.122.88.19,2,0.01%
17.57.146.22,2,0.01%
65.200.22.59,2,0.01%
122.58.148.52,2,0.01%
17.188.145.173,2,0.01%
74.125.137.188,2,0.01%
17.248.186.239,2,0.01%
17.253.24.195,2,0.01%
13.226.93.18,2,0.01%
17.188.145.172,2,0.01%
216.58.72.5,2,0.01%
72.246.65.171,2,0.01%
17.188.148.167,2,0.01%
17.188.162.220,2,0.01%
17.188.155.170,2,0.01%
104.16.88.20,2,0.01%
104.47.18.161,2,0.01%
73.244.121.141,2,0.01%
17.188.153.42,2,0.01%
89.58.51.131,2,0.01%
17.188.164.147,2,0.01%
97.94.227.136,2,0.01%
18.65.3.49,2,0.01%
23.35.29.14,2,0.01%
3.163.115.106,2,0.01%
23.37.28.201,2,0.01%
17.188.145.164,2,0.01%
23.206.123.112,2,0.01%
54.230.31.58,2,0.01%
23.220.246.147,2,0.01%
3.73.0.51,2,0.01%
163.172.26.99,2,0.01%
63.141.242.43,2,0.01%
173.194.219.105,2,0.01%
74.125.138.155,2,0.01%
23.206.188.196,2,0.01%
17.188.152.167,2,0.01%
104.252.232.8,2,0.01%
185.180.13.213,2,0.01%
99.84.192.123,2,0.01%
23.40.207.170,2,0.01%
17.188.155.48,2,0.01%
96.17.56.190,2,0.01%
54.230.31.118,2,0.01%
184.25.127.137,2,0.01%
23.60.12.74,2,0.01%
172.217.10.99,2,0.01%
2.19.133.131,2,0.01%
198.185.159.144,2,0.01%
92.43.189.4,2,0.01%
23.40.207.232,2,0.01%
184.85.70.2,2,0.01%
63.250.34.223,2,0.01%
66.235.200.145,2,0.01%
23.40.207.145,2,0.01%
23.221.37.194,2,0.01%
13.35.89.10,2,0.01%
23.72.90.136,2,0.01%
162.157.128.230,2,0.01%
100.7.118.69,2,0.01%
217.182.198.68,2,0.01%
104.47.13.33,2,0.01%
66.96.147.113,2,0.01%
23.48.99.152,2,0.01%
185.199.109.133,2,0.01%
18.164.78.65,2,0.01%
23.215.102.131,2,0.01%
13.226.230.49,2,0.01%
35.172.171.107,2,0.01%
107.167.66.57,2,0.01%
23.204.80.50,2,0.01%
54.230.31.125,2,0.01%
23.206.188.51,2,0.01%
23.40.205.171,2,0.01%
17.248.185.45,2,0.01%
13.226.100.36,2,0.01%
65.21.185.242,2,0.01%
173.194.29.90,2,0.01%
104.103.176.21,2,0.01%
23.55.62.185,2,0.01%
23.55.62.178,2,0.01%
17.248.185.75,2,0.01%
104.18.10.39,2,0.01%
23.40.207.83,2,0.01%
18.65.3.36,2,0.01%
104.96.249.16,2,0.01%
18.154.206.129,2,0.01%
104.16.86.20,2,0.01%
17.188.148.174,2,0.01%
184.28.149.186,2,0.01%
3.97.84.148,2,0.01%
17.248.185.140,2,0.01%
108.156.152.53,2,0.01%
17.248.131.206,2,0.01%
23.196.47.27,2,0.01%
34.203.170.192,2,0.01%
104.97.2.135,2,0.01%
17.188.154.38,2,0.01%
23.48.32.9,2,0.01%
108.139.15.3,2,0.01%
13.249.120.9,2,0.01%
23.61.75.27,2,0.01%
17.188.163.27,2,0.01%
17.248.142.69,2,0.01%
17.248.188.171,2,0.01%
23.35.97.144,2,0.01%
104.106.6.50,2,0.01%
17.249.9.246,2,0.01%
23.227.38.74,2,0.01%
13.225.142.93,2,0.01%
23.35.68.203,2,0.01%
13.225.142.90,2,0.01%
18.164.78.120,2,0.01%
23.65.228.5,2,0.01%
23.61.214.171,2,0.01%
52.43.40.243,2,0.01%
23.212.192.26,2,0.01%
23.40.205.153,2,0.01%
23.201.214.36,2,0.01%
23.217.118.170,2,0.01%
216.137.39.36,2,0.01%
23.36.173.107,2,0.01%
23.6.117.35,2,0.01%
17.188.181.34,2,0.01%
172.232.11.137,2,0.01%
54.230.31.47,2,0.01%
104.104.136.136,2,0.01%
52.6.250.129,2,0.01%
52.85.192.25,2,0.01%
185.160.26.100,2,0.01%
104.99.129.151,2,0.01%
17.253.120.203,2,0.01%
13.225.146.57,2,0.01%
23.55.62.160,2,0.01%
46.30.188.187,2,0.01%
146.66.161.212,2,0.01%
13.215.133.159,2,0.01%
167.233.15.125,2,0.01%
129.153.51.213,2,0.01%
95.217.175.170,2,0.01%
23.7.102.216,2,0.01%
185.181.230.42,2,0.01%
23.46.244.239,2,0.01%
23.32.129.192,2,0.01%
17.248.174.4,2,0.01%
23.222.200.235,2,0.01%
17.188.153.45,2,0.01%
13.32.213.87,2,0.01%
13.226.228.18,2,0.01%
17.188.151.46,2,0.01%
17.248.174.13,2,0.01%
23.3.105.19,2,0.01%
17.248.175.141,2,0.01%
17.248.131.218,2,0.01%
23.215.105.81,2,0.01%
23.54.168.217,2,0.01%
23.63.242.96,2,0.01%
18.165.116.34,2,0.01%
114.114.114.114,2,0.01%
13.225.142.129,2,0.01%
3.163.101.36,2,0.01%
18.164.78.107,2,0.01%
23.48.37.220,2,0.01%
17.248.131.238,2,0.01%
17.248.131.174,2,0.01%
17.188.166.220,2,0.01%
23.5.245.143,2,0.01%
184.28.120.30,2,0.01%
69.192.209.224,2,0.01%
3.98.226.194,2,0.01%
3.98.162.147,2,0.01%
23.33.48.69,2,0.01%
23.122.200.162,2,0.01%
89.115.144.160,2,0.01%
17.188.166.213,2,0.01%
17.248.188.80,2,0.01%
157.211.149.199,2,0.01%
74.194.174.30,2,0.01%
141.148.237.212,2,0.01%
49.204.139.105,2,0.01%
23.48.187.214,2,0.01%
104.76.210.214,2,0.01%
99.80.224.189,2,0.01%
84.90.183.56,2,0.01%
51.15.242.96,2,0.01%
23.48.94.154,2,0.01%
23.227.196.215,2,0.01%
109.197.199.120,2,0.01%
73.166.148.13,2,0.01%
23.217.9.36,2,0.01%
99.84.203.32,2,0.01%
13.226.225.15,2,0.01%
90.193.120.143,2,0.01%
78.46.177.74,2,0.01%
17.248.185.101,2,0.01%
184.31.57.175,2,0.01%
184.30.148.87,2,0.01%
104.104.122.15,2,0.01%
3.96.98.214,2,0.01%
17.248.131.217,2,0.01%
15.222.162.124,2,0.01%
23.200.226.87,2,0.01%
17.188.147.168,2,0.01%
23.55.185.154,2,0.01%
23.39.46.51,2,0.01%
23.209.36.11,2,0.01%
109.132.242.119,2,0.01%
151.101.130.87,2,0.01%
180.129.5.214,2,0.01%
99.84.203.39,2,0.01%
18.165.116.48,2,0.01%
64.233.177.132,2,0.01%
15.222.133.211,2,0.01%
23.44.145.104,2,0.01%
23.212.192.170,2,0.01%
172.232.44.49,2,0.01%
17.57.145.148,2,0.01%
23.196.47.112,2,0.01%
104.91.166.16,2,0.01%
17.248.185.135,2,0.01%
86.14.214.22,2,0.01%
17.188.162.147,2,0.01%
96.7.233.67,2,0.01%
213.246.56.95,2,0.01%
23.72.225.58,2,0.01%
172.217.215.102,2,0.01%
23.5.148.124,2,0.01%
54.82.192.79,2,0.01%
76.138.214.41,2,0.01%
23.197.249.111,2,0.01%
178.175.134.3,2,0.01%
173.223.96.87,2,0.01%
23.62.132.209,2,0.01%
18.65.21.181,2,0.01%
18.65.25.18,2,0.01%
23.206.161.42,2,0.01%
185.109.168.119,2,0.01%
173.209.56.246,2,0.01%
17.248.136.79,2,0.01%
23.201.165.184,2,0.01%
99.84.203.72,2,0.01%
54.189.188.152,2,0.01%
17.248.131.240,2,0.01%
23.213.53.135,2,0.01%
23.49.5.70,2,0.01%
188.243.196.62,2,0.01%
173.194.197.94,2,0.01%
91.239.130.49,2,0.01%
167.179.103.173,2,0.01%
96.16.55.48,2,0.01%
17.250.102.42,2,0.01%
23.223.222.226,2,0.01%
184.27.144.19,2,0.01%
17.188.138.166,2,0.01%
17.248.131.170,2,0.01%
17.248.185.10,2,0.01%
23.39.46.56,2,0.01%
27.25.152.241,2,0.01%
79.234.109.75,2,0.01%
184.168.131.241,2,0.01%
18.222.183.21,2,0.01%
98.41.168.34,2,0.01%
217.182.194.134,2,0.01%
194.247.12.253,2,0.01%
54.225.216.234,2,0.01%
89.190.156.4,2,0.01%
13.226.234.78,2,0.01%
15.222.196.24,2,0.01%
17.188.139.163,2,0.01%
185.243.10.170,2,0.01%
52.10.9.127,2,0.01%
35.166.219.107,2,0.01%
17.188.161.95,2,0.01%
17.57.144.183,2,0.01%
185.53.128.119,2,0.01%
188.111.43.20,2,0.01%
23.67.33.210,2,0.01%
31.13.65.36,2,0.01%
15.222.161.227,2,0.01%
17.188.145.41,2,0.01%
17.188.145.38,2,0.01%
17.188.157.52,2,0.01%
104.99.49.204,2,0.01%
23.54.221.177,2,0.01%
23.48.4.67,2,0.01%
184.87.13.147,2,0.01%
15.223.104.8,2,0.01%
64.233.185.154,2,0.01%
52.85.86.37,2,0.01%
3.98.35.224,2,0.01%
98.137.244.30,2,0.01%
108.156.152.10,2,0.01%
17.250.98.13,2,0.01%
61.68.246.123,2,0.01%
79.201.144.75,2,0.01%
23.10.216.225,2,0.01%
23.77.174.12,2,0.01%
17.248.175.132,2,0.01%
142.250.9.102,2,0.01%
17.188.134.159,2,0.01%
172.217.4.142,2,0.01%
95.211.123.72,2,0.01%
49.13.25.157,2,0.01%
17.188.138.41,2,0.01%
142.250.103.94,2,0.01%
207.191.201.61,2,0.01%
54.210.217.219,2,0.01%
52.2.89.141,2,0.01%
71.11.243.1,2,0.01%
3.163.115.5,2,0.01%
54.86.225.33,2,0.01%
195.144.21.114,2,0.01%
96.17.56.126,2,0.01%
45.91.209.41,2,0.01%
104.110.176.163,2,0.01%
142.251.184.94,2,0.01%
96.16.55.6,2,0.01%
108.177.122.157,2,0.01%
74.125.159.39,2,0.01%
23.6.205.102,2,0.01%
104.85.170.42,2,0.01%
17.188.154.173,2,0.01%
23.6.205.134,2,0.01%
17.188.146.173,2,0.01%
143.244.145.109,2,0.01%
51.81.165.36,2,0.01%
23.55.63.32,2,0.01%
17.248.131.200,2,0.01%
208.95.0.106,2,0.01%
173.212.225.36,2,0.01%
104.119.85.116,2,0.01%
87.123.190.254,2,0.01%
37.57.210.90,2,0.01%
94.31.100.82,2,0.01%
66.70.216.186,2,0.01%
151.101.64.223,2,0.01%
95.68.205.25,2,0.01%
17.188.162.221,2,0.01%
96.7.245.59,2,0.01%
23.49.5.237,2,0.01%
13.249.120.97,2,0.01%
17.250.102.44,2,0.01%
216.137.39.80,2,0.01%
72.247.5.197,2,0.01%
23.32.136.27,2,0.01%
104.123.71.155,2,0.01%
104.79.0.50,2,0.01%
17.188.163.219,2,0.01%
17.188.166.152,2,0.01%
17.188.155.165,2,0.01%
172.67.222.139,2,0.01%
13.35.89.8,2,0.01%
23.39.46.11,2,0.01%
104.84.54.238,2,0.01%
17.248.206.71,2,0.01%
17.250.99.77,2,0.01%
18.64.155.37,2,0.01%
17.164.1.38,2,0.01%
104.107.23.19,2,0.01%
23.48.162.213,2,0.01%
17.188.162.19,2,0.01%
23.34.28.245,2,0.01%
23.204.147.240,2,0.01%
104.122.71.224,2,0.01%
17.188.151.48,2,0.01%
23.207.41.107,2,0.01%
23.199.1.177,2,0.01%
23.33.22.69,2,0.01%
74.125.136.84,2,0.01%
104.69.88.123,2,0.01%
45.77.179.89,2,0.01%
104.91.166.75,2,0.01%
23.60.13.41,2,0.01%
54.230.31.83,2,0.01%
18.64.155.85,2,0.01%
23.41.100.25,2,0.01%
23.37.123.240,2,0.01%
17.188.135.168,2,0.01%
17.188.128.22,2,0.01%
23.204.147.208,2,0.01%
104.104.90.156,2,0.01%
17.188.132.170,2,0.01%
23.199.23.76,2,0.01%
23.198.216.142,2,0.01%
23.193.120.123,2,0.01%
104.102.249.40,2,0.01%
23.56.99.160,2,0.01%
17.188.162.82,2,0.01%
17.248.131.201,2,0.01%
3.163.115.92,2,0.01%
23.13.72.169,2,0.01%
184.50.218.107,2,0.01%
23.3.98.24,2,0.01%
23.75.69.213,2,0.01%
65.200.22.163,2,0.01%
72.246.64.67,2,0.01%
23.72.224.40,2,0.01%
147.45.41.128,2,0.01%
23.37.112.29,2,0.01%
23.194.109.150,2,0.01%
23.37.112.185,2,0.01%
23.72.90.86,2,0.01%
172.217.212.94,2,0.01%
43.134.161.38,2,0.01%
13.35.89.25,2,0.01%
18.155.1.82,2,0.01%
54.160.93.182,2,0.01%
23.67.33.96,2,0.01%
104.16.85.20,2,0.01%
13.32.230.67,2,0.01%
3.161.150.51,2,0.01%
52.60.115.102,2,0.01%
23.218.72.126,2,0.01%
17.188.148.39,2,0.01%
34.212.55.103,2,0.01%
17.188.161.90,2,0.01%
17.248.131.175,2,0.01%
23.52.91.27,2,0.01%
17.188.164.88,2,0.01%
17.188.165.89,2,0.01%
96.16.55.47,2,0.01%
17.57.146.7,2,0.01%
17.248.129.240,2,0.01%
216.239.36.54,2,0.01%
13.226.210.93,2,0.01%
17.248.185.141,2,0.01%
17.248.185.100,2,0.01%
23.67.33.98,2,0.01%
23.196.47.9,2,0.01%
17.248.134.239,2,0.01%
17.248.134.139,2,0.01%
185.180.13.211,2,0.01%
15.197.204.56,2,0.01%
17.188.131.137,2,0.01%
23.60.12.106,2,0.01%
18.155.1.121,2,0.01%
17.188.144.188,2,0.01%
104.97.45.147,2,0.01%
17.188.144.48,2,0.01%
23.194.116.88,2,0.01%
23.200.156.207,2,0.01%
184.86.23.29,2,0.01%
172.217.14.110,2,0.01%
23.40.24.182,2,0.01%
17.188.136.157,2,0.01%
23.62.159.145,2,0.01%
17.188.144.182,2,0.01%
23.192.208.119,2,0.01%
109.136.18.174,2,0.01%
142.250.217.129,2,0.01%
23.199.47.136,2,0.01%
54.230.31.96,2,0.01%
23.44.229.238,2,0.01%
23.216.147.29,2,0.01%
23.203.29.218,2,0.01%
99.84.203.100,2,0.01%
172.217.1.110,2,0.01%
13.225.142.25,2,0.01%
216.137.45.66,2,0.01%
23.40.24.160,2,0.01%
99.79.120.20,2,0.01%
35.186.249.72,2,0.01%
17.248.188.110,2,0.01%
23.208.8.144,2,0.01%
23.223.44.207,2,0.01%
13.226.210.25,2,0.01%
23.222.154.197,2,0.01%
17.188.160.27,2,0.01%
17.188.167.25,2,0.01%
23.60.12.120,2,0.01%
35.183.167.162,2,0.01%
52.205.182.184,2,0.01%
17.248.131.229,2,0.01%
23.75.55.177,2,0.01%
104.124.12.168,2,0.01%
52.60.145.9,2,0.01%
99.79.24.95,2,0.01%
104.47.57.161,2,0.01%
192.0.78.25,2,0.01%
23.2.23.202,2,0.01%
17.248.185.26,2,0.01%
23.128.248.235,2,0.01%
142.250.72.130,2,0.01%
8.45.176.147,2,0.01%
17.188.161.29,2,0.01%
52.10.120.181,2,0.01%
23.209.36.113,2,0.01%
23.39.46.19,2,0.01%
220.245.98.16,2,0.01%
17.248.129.204,2,0.01%
104.91.166.83,2,0.01%
23.213.203.56,2,0.01%
23.63.243.82,2,0.01%
23.47.204.78,2,0.01%
174.140.122.31,2,0.01%
99.84.203.16,2,0.01%
99.84.203.64,2,0.01%
104.102.112.25,2,0.01%
162.125.8.17,2,0.01%
23.78.137.154,2,0.01%
10.5.10.144,2,0.01%
23.219.200.160,2,0.01%
62.113.245.84,2,0.01%
204.2.193.145,2,0.01%
17.248.185.103,2,0.01%
142.251.45.228,2,0.01%
13.226.228.91,2,0.01%
23.63.243.80,2,0.01%
184.31.54.114,2,0.01%
52.85.192.85,2,0.01%
23.67.33.99,2,0.01%
104.68.101.6,2,0.01%
23.72.224.58,2,0.01%
17.188.161.217,2,0.01%
201.199.94.47,2,0.01%
17.188.164.17,2,0.01%
184.27.115.161,2,0.01%
23.4.249.102,2,0.01%
23.66.53.176,2,0.01%
184.24.165.159,2,0.01%
23.203.59.38,2,0.01%
217.77.56.141,2,0.01%
17.248.175.164,2,0.01%
172.233.152.248,2,0.01%
17.248.188.42,2,0.01%
23.222.236.9,2,0.01%
184.50.26.26,2,0.01%
23.6.101.118,2,0.01%
17.250.102.110,2,0.01%
76.223.72.222,2,0.01%
17.248.128.183,2,0.01%
13.248.215.207,2,0.01%
23.196.47.51,2,0.01%
52.86.77.112,2,0.01%
17.188.154.41,2,0.01%
72.246.56.19,2,0.01%
18.155.1.127,2,0.01%
17.248.185.42,2,0.01%
17.250.102.70,2,0.01%
173.222.164.26,2,0.01%
216.137.39.56,2,0.01%
23.40.180.156,2,0.01%
23.35.200.144,2,0.01%
54.230.31.129,2,0.01%
114.64.255.138,2,0.01%
8.45.176.176,2,0.01%
8.45.176.157,2,0.01%
8.45.176.159,2,0.01%
18.64.236.57,2,0.01%
184.29.177.72,2,0.01%
8.45.176.161,2,0.01%
184.25.119.22,2,0.01%
17.253.107.203,2,0.01%
8.45.176.148,2,0.01%
3.163.80.16,2,0.01%
8.45.176.169,2,0.01%
104.75.163.139,2,0.01%
17.248.188.70,2,0.01%
69.192.139.20,2,0.01%
18.193.136.62,2,0.01%
66.172.249.228,2,0.01%
44.242.60.85,2,0.01%
15.156.183.158,2,0.01%
77.88.21.119,2,0.01%
31.13.65.38,2,0.01%
104.19.197.151,2,0.01%
17.248.186.201,2,0.01%
23.12.40.176,2,0.01%
216.164.118.76,2,0.01%
80.240.24.94,2,0.01%
37.49.118.226,2,0.01%
3.98.76.42,2,0.01%
137.254.120.23,2,0.01%
95.165.145.253,2,0.01%
86.137.10.187,2,0.01%
86.49.34.92,2,0.01%
116.203.206.117,2,0.01%
184.28.188.186,2,0.01%
104.71.143.31,2,0.01%
23.63.44.74,2,0.01%
13.226.100.99,2,0.01%
8.45.176.163,2,0.01%
8.45.176.219,2,0.01%
23.60.104.158,2,0.01%
23.214.112.32,2,0.01%
18.164.78.33,2,0.01%
17.248.232.65,2,0.01%
178.62.209.6,2,0.01%
17.188.178.77,2,0.01%
142.250.176.10,2,0.01%
173.222.252.180,2,0.01%
3.161.136.2,2,0.01%
13.249.109.107,2,0.01%
17.248.131.53,2,0.01%
17.57.146.153,2,0.01%
184.87.51.42,2,0.01%
3.161.188.78,2,0.01%
2.137.91.117,2,0.01%
52.60.90.61,2,0.01%
17.248.128.241,2,0.01%
23.33.166.27,2,0.01%
23.39.1.176,2,0.01%
17.250.98.235,2,0.01%
17.188.156.170,2,0.01%
104.123.71.231,2,0.01%
18.164.154.24,2,0.01%
17.188.145.165,2,0.01%
210.50.221.244,2,0.01%
45.79.227.164,2,0.01%
23.192.213.63,2,0.01%
104.71.143.210,2,0.01%
23.65.45.144,2,0.01%
173.223.239.50,2,0.01%
17.253.127.209,2,0.01%
8.45.176.158,2,0.01%
104.95.182.2,2,0.01%
104.117.60.162,2,0.01%
8.45.176.174,2,0.01%
8.45.176.160,2,0.01%
185.21.217.48,2,0.01%
96.17.70.34,2,0.01%
17.248.174.6,2,0.01%
23.15.196.9,2,0.01%
18.154.132.59,2,0.01%
8.45.176.168,2,0.01%
8.45.176.167,2,0.01%
54.230.21.42,2,0.01%
216.58.193.206,2,0.01%
184.30.148.81,2,0.01%
87.207.241.99,2,0.01%
78.141.211.78,2,0.01%
23.98.55.144,2,0.01%
17.188.141.35,2,0.01%
23.209.36.24,2,0.01%
17.253.97.202,2,0.01%
13.209.230.14,2,0.01%
17.248.186.5,2,0.01%
72.246.64.42,2,0.01%
73.60.45.79,2,0.01%
23.38.84.242,2,0.01%
23.193.217.29,2,0.01%
17.248.185.36,2,0.01%
17.188.132.164,2,0.01%
143.204.165.62,2,0.01%
110.22.220.10,2,0.01%
17.248.134.202,2,0.01%
18.65.25.58,2,0.01%
51.38.107.185,2,0.01%
23.1.234.66,2,0.01%
23.36.192.51,2,0.01%
104.76.214.19,2,0.01%
142.251.15.95,2,0.01%
35.186.247.156,2,0.01%
23.209.188.135,2,0.01%
165.227.46.49,2,0.01%
23.67.33.87,2,0.01%
87.123.190.187,2,0.01%
32.212.28.84,2,0.01%
3.163.115.113,2,0.01%
184.26.143.107,2,0.01%
47.246.23.146,2,0.01%
13.249.118.118,2,0.01%
108.177.122.99,2,0.01%
23.46.216.81,2,0.01%
99.79.164.234,2,0.01%
104.106.47.147,2,0.01%
96.16.60.90,2,0.01%
3.163.115.48,2,0.01%
23.215.104.122,2,0.01%
184.31.213.196,2,0.01%
17.253.119.204,2,0.01%
65.200.22.81,2,0.01%
23.37.230.169,2,0.01%
13.225.142.113,2,0.01%
13.225.149.103,2,0.01%
23.54.200.159,2,0.01%
23.62.236.179,2,0.01%
23.67.33.92,2,0.01%
23.197.32.160,2,0.01%
35.171.111.44,2,0.01%
13.226.210.3,2,0.01%
17.188.149.165,2,0.01%
24.184.108.248,2,0.01%
23.220.86.61,2,0.01%
104.99.48.29,2,0.01%
129.154.205.7,2,0.01%
23.6.205.63,2,0.01%
13.226.210.62,2,0.01%
37.187.196.12,2,0.01%
23.204.147.227,2,0.01%
17.134.126.31,2,0.01%
52.37.53.20,2,0.01%
104.108.124.32,2,0.01%
184.29.92.35,2,0.01%
104.117.186.123,2,0.01%
147.124.216.248,2,0.01%
23.41.240.170,2,0.01%
157.230.63.125,2,0.01%
96.7.218.43,2,0.01%
17.188.145.46,2,0.01%
65.200.22.216,2,0.01%
17.248.134.177,2,0.01%
23.60.165.139,2,0.01%
172.217.14.74,2,0.01%
23.40.205.48,2,0.01%
17.188.148.40,2,0.01%
23.206.169.50,2,0.01%
54.230.250.51,2,0.01%
52.52.212.18,2,0.01%
138.197.173.250,2,0.01%
142.250.68.10,2,0.01%
23.49.5.147,2,0.01%
104.168.172.20,2,0.01%
13.249.118.15,2,0.01%
54.218.239.186,2,0.01%
104.104.245.33,2,0.01%
13.32.230.129,2,0.01%
